numero_dpe;nom_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;secteur_activite;annee_construction;surface_habitable;tv016_departement_id;commune;nom_rue;numero_rue;batiment;escalier;etage;porte;code_postal;numero_lot;etat_avancement;organisme_certificateur;adresse_organisme_certificateur;longitude;latitude;geo_adresse;tr013_type_erp_type;tv017_zone_hiver_code
1891V8000350T;3CL - DPE;07/11/2018;422.04;F;19.24;C;;1991;0.00;91;VILLEJUST;Marcel Rebuffat;7;;;RDC;Droite;91140;"6; 7; 8";1;ABCIDIA Certification;Domaine St Paul , Bat A6 102 route de Limours 78470 SAINT-RÉMY-LÈS-CHEVREUSE;2.213616;48.682197;7 Place Marcel Rebuffat 91140 Villejust;W : Administrations, banques, bureaux;H1
1875V4000854A;3CL - DPE;22/10/2018;687.98;F;47.7;D;Commerce;1795;0.00;75;PARIS - 8EME;du rocher;3;;;;;75008;;1;GINGER CATED;12 avenue Gay Lussac 78990 ELANCOURT;2.32341;48.87553;3 Rue du Rocher 75008 Paris;O : Hôtels et pensions de famille;H1
1894V4000197B;FACTURE - DPE;07/11/2018;704.14;F;22.93;C;;1948;46.42;94;MAISONS-ALFORT;de Normandie;104;;;;;94700;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.442186;48.81134;104 Rue de Normandie 94700 Maisons-Alfort;;H1
1875V3000461T;FACTURE - DPE;07/11/2018;547.47;F;17.82;C;;1948;46.97;75;PARIS;Lamartine;15;;;;;75009;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.342075;48.876463;15 Rue Lamartine 75009 Paris;;H1
1875XX000240I;3CL - DPE;31/10/2018;453.77;F;58.74;E;Commerce;1900;0.00;75;PARIS - 8EME;George V;42;;;;;75008;;1;ABCIDIA Certification;4, route de la Noue 91190 GIF SUR YVETTE;2.301243;48.870475;42 Avenue George V 75008 Paris;M : Magasins de vente, centres commerciaux;H1
1893V4000180S;FACTURE - DPE;08/11/2018;1586.74;G;51.66;D;Commerce;1948;\N;93;GAGNY;3 AVENUE HENRI BARBUSSE;;;;;;93220;;1;DEKRA;5 AVENUE GARLANDE  92220 BAGNEUX;2.532747;48.884828;3 Avenue Henri Barbusse 93220 Gagny;;H1
1875V8001350W;Méthode Facture;09/11/2018;534;G;17;C;Autres (théâtres, salles de sport, restaurati;1947;69.50;75;PARIS 13;1 RUE GUSTAVE GEFFROY;;;RDC;;;75013;1;1;DEKRA CERTIFICATIONS 5, Avenue Garlande 92220 Bagneux;3/5 avenue Garlande 92220 BAGNEUX;2.351731;48.835673;1 Rue Gustave Geffroy 75013 Paris;;H1
1875V8001354A;3CL - DPE;11/11/2018;1335.84;G;43.49;D;;1949;0.00;75;PARIS - 17EME;LEBON;17;;;RDC;;75017;Non communiquée;1;I.CERT;Parc EDONIA Bat G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.291583;48.881262;17 Rue Lebon 75017 Paris;M : Magasins de vente, centres commerciaux;H1
1875XX000243L;3CL - DPE;08/03/2018;449.66;F;14.64;C;Commerce;1949;0.00;75;PARIS - 11EME;Oberkampf;56bis,;\N;\N;Rez de chaussée;sur rue;75011;NC;1;ABCIDIA Domaine de ST Paul 102 route de Limours 78470 ST REMY LES CHEVREUSES;4,route de la Noue 91190 GIF-SUR-YVETTE;2.373458;48.864763;56b Rue Oberkampf 75011 Paris;M : Magasins de vente, centres commerciaux;H1
1875V8001355B;Méthode Facture;12/11/2018;912;G;29;D;Autres (théâtres, salles de sport, restaurati;1947;77.00;75;PARIS;23 RUE PERDONNET RDC SUR RUE;;;;;;75018;Non communiqué(s);1;DTI 3145-CERTIFICATION DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.361148;48.88406;23 Rue Perdonnet 75010 Paris;;H1
1875V8001356C;Méthode Facture;10/11/2018;1418;G;46;E;Autres (théâtres, salles de sport, restaurati;1947;22.00;75;PARIS 04;8, rue du Bourg Tibourg;;;"Bat. Rue; Etage RDC";;;75004;Non requis;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.35594;48.857007;8 Rue du Bourg Tibourg 75004 Paris;;H1
1875V8001359F;Méthode Facture;09/11/2018;1188;G;53;E;Autres (théâtres, salles de sport, restaurati;1947;126.50;75;PARIS;33 RUE RAMBUTEAU;;;;;;75004;;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.35394;48.860985;33 Rue Rambuteau 75004 Paris;;H1
1875V8001360X;Facture - DPE;12/11/2018;545;G;18;C;Batiment(s) a usage de commerces et d habitat;1974;0.00;75;PARIS 14E ARRONDISSEMENT;Daguerre;10;Rue;\N;Rez de chaussee;\N;75014;\N;1;ABCIDIA;GIF SUR YVETTE;;;;;H1
1875V4000863A;FACTURE;12/11/2018;665.81;F;23.28;C;\N;1947;3004.45;75;PARIS;151 Bis Rue Saint Honoré;\N;\N;\N;\N;\N;75001;;1;I.Cert;Parc Edonia Rue de la terre Victoria 35760 Saint Grégoire;2.338347;48.862336;151b Rue Saint-Honoré 75001 Paris;W : Administrations, banques, bureaux;H1
1892V8000350U;FACTURE;12/11/2018;652.96;G;21.25;C;\N;1947;49.39;92;NANTERRE;78, rue Maurice Thorez Rez de chaussée sur rue;\N;\N;\N;\N;\N;92000;;1;I.CERT;Rue de la Terre Victoria 35750 SAINT GREGOIRE;2.196189;48.894808;78 rue Maurice Thorez 92000 Nanterre;;H1
1891V4000224P;Méthode Facture;12/11/2018;774;G;25;C;Bureau, Administration, Enseignement;1947;330.00;91;MORANGIS;29 Rue Gustave Eiffel;;;Ce bien ne fait pas partie d'une copropriété;;;91420;Ensemble des Locaux;1;Bureau Véritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.342845;48.699071;29 Rue Gustave Eiffel 91420 Morangis;;H1
1891V8000352V;Méthode Facture;12/11/2018;388;F;12;C;Autres (théâtres, salles de sport, restaurati;1;385.00;91;ATHIS-MONS;20 rue de la Pointe;;;Ce bien ne fait pas partie d'une copropriété;;;91200;;1;I.cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.372292;48.706479;20 Rue de la Pointe 91200 Athis-Mons;;H1
1875V4000865C;FACTURE - DPE;18/10/2018;564.85;F;80.66;E;;1948;462.50;75;PARIS;22 boulevard SUCHET;;;;;;75016;;1;GINGER CATED;ZAC de La Clef de Saint Pierre,  12 avenue Gay Lussac  78990 ELANCOURT;2.265991;48.859785;22 Boulevard Suchet 75016 Paris;;H1
1875V8001362@;Méthode Facture;13/11/2018;1466;G;47;E;Autres (théâtres, salles de sport, restaurati;1947;176.00;75;PARIS;16 rue Parc Royal, Place Thorigny Restaurant la petite place;;;Etage 3 NIVEAUX;;;75003;646;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.362503;48.858869;16 Rue du Parc Royal 75003 Paris;;H1
1878V8000448G;FACTURE;13/11/2018;602.46;G;54.12;E;\N;1973;953.70;78;LES ALLUETS LE ROI;29, rue de Clairbois;\N;\N;\N;\N;\N;78580;;1;GINGER CATED;ZAC La clef Saint Pierre 12 avenue Gay Lussac 78990 ELANCOURT;1.871661;48.925796;29 Rue de Maule 78580 Bazemont;;H1
1875V7000773D;Méthode Facture;12/11/2018;1015;G;33;D;Autres (théâtres, salles de sport, restaurati;1947;43.84;75;PARIS - 9EME;5, Avenue TRUDAINE;;;Etage RDC;;;75009;Non communiqué;1;BUREAU VERITAS Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.345958;48.881682;5 Avenue Trudaine 75009 Paris;;H1
1891V8000355Y;Méthode Facture;13/11/2018;526;G;17;C;Autres (théâtres, salles de sport, restaurati;1947;51.70;91;JUVISY SUR ORGE;10 RUE JEAN OLIVIER  NICOLAS;;;;;;91260;Sans objet;1;C0254 DELIVREE LE 19/10/2017 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.376067;48.69003;10 Allée Jean-olivier -nicolas 91260 Juvisy-sur-Orge;;H1
1894V8000261X;Méthode Facture;08/11/2018;820;G;94;F;Autres (théâtres, salles de sport, restaurati;1947;160.22;94;VILLENEUVE-SAINT-GEORGES;118 rue de Paris;;;Etage RDC;;;94190;Non communiqué;1;SAINT- HONORE AUDIT;91 rue du Faubourg Saint Honoré 75008 PARIS;2.446951;48.732828;118 Rue de Paris 94190 Villeneuve-Saint-Georges;;H1
1878V4000257A;3CL;02/11/2018;544.04;F;17.71;C;Bureaux, administration, enseignement;2008;121.00;78;Thivernal-Grignon;RD 119 - Parc de Folleville;RD 119 - Parc de Folleville;\N;\N;\N;\N;78850;\N;1;Bureau Veritas Certification;60 av. du Général de Gaulle  - 92046 Paris La Défense;;;;;H1
1894V8000262Y;Méthode Facture;14/11/2018;726;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;99.00;94;VINCENNES;77 RUE DEFRANCE;;;;;;94300;Non communiqué(s);1;14-466 DELIVREE PAR ABCIDIA - VALIDITE : 16/07/2019;Domaine de Saint Paul - Bat: A6 - 4e étage - BAL N° 60011 - 102, route de Limours - 78470 Saint-Rémy-lès-Chevreuse;2.451141;48.848236;77 Rue Defrance 94300 Vincennes;;H1
1894V8000263@;Méthode Facture;14/11/2018;726;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;99.00;94;VINCENNES;77 RUE DEFRANCE;;;;;;94300;Non communiqué(s);1;14-466 DELIVREE PAR ABCIDIA - VALIDITE : 16/07/2019;Domaine de Saint Paul - Bat: A6 - 4e étage - BAL N° 60011 - 102, route de Limours - 78470 Saint-Rémy-lès-Chevreuse;2.451141;48.848236;77 Rue Defrance 94300 Vincennes;;H1
1892V7000196B;FACTURE - DPE;13/11/2018;752.71;G;69.79;E;COMMERCE;2000;\N;92;LEVALLOIS-PERRET;12 RUE CLEMENT BAYARD;;;;;;92300;;1;DEKRA CERTIFICATION;5 av. Garlande 92220 BAGNEUX;2.282587;48.89812;12 Rue Clément Bayard 92300 Levallois-Perret;;H1
1875V8001368F;FACTURE;14/11/2018;1007.16;G;84.77;F;\N;1947;62.00;75;PARIS;53 rue Didot;\N;\N;\N;\N;\N;75014;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.319799;48.831124;53 Rue Didot 75014 Paris;M : Magasins de vente, centres commerciaux;H1
1875V7000775F;Méthode Facture;14/11/2018;2389;G;77;F;Autres (théâtres, salles de sport, restaurati;1947;75.58;75;PARIS;24 RUE JULES VALLES;;;;;;75011;153235;1;14-466 DELIVREE PAR ABCIDIA - VALIDITE : 16/07/2019;Domaine de Saint Paul - Bat: A6 - 4e étage - BAL N° 60011 - 102, route de Limours - 78470 Saint-Rémy-lès-Chevreuse;2.384877;48.854426;24 Rue Jules Vallès 75011 Paris;;H1
1877V8000311U;3CL - DPE;14/11/2018;413;F;13;C;Bureaux;1988;0.00;77;MOUROUX;du Bois Pouty;42;\N;\N;\N;\N;77120;1;1;ORGANISME CERTIFICATEUR;ADRESSE ORGANISME CERTIFICATEUR;3.059015;48.817088;42 Rue du Bois Pouty 77120 Mouroux;;H1
1875V8001372A;Méthode Facture;14/11/2018;1075;G;35;D;Autres (théâtres, salles de sport, restaurati;1947;41.50;75;PARIS;34 rue Saint-Antoine;;;Porte rdc sur rue;;;75004;1 (cave), 2 (boutique au rdc), 3 (local au 1e;1;GINGER CATED ZAC La Clé Saint Pierre 12 avenue Gay Lussac 78990 ELANCOURT;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.365102;48.853984;34 Rue Saint-Antoine 75004 Paris;;H1
1892V8000361W;Méthode Facture;14/11/2018;467;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;21.21;92;COLOMBES;4 AVENUE HENRI BARBUSSE;;;;;;92700;Non communiqué(s);1;1689 DELIVRE PAR GINGER CATED - 12 AVE GAY LUSSAC - 78990 ELANCOURT - VALIDITE : 27/04/2022;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.252575;48.922046;4 Avenue Henri Barbusse 92700 Colombes;;H1
1891XX000020C;3CL - DPE;14/11/2018;586.61;G;19.1;C;Commerce;1970;0.00;91;LONGJUMEAU;Bretten;11;;;;;91160;;1;ABCIDIA Certification;Domaine St Paul , Bat A6 102 route de Limours 78470 SAINT-RÉMY-LÈS-CHEVREUSE;2.293351;48.697079;11 Place de Bretten 91160 Longjumeau;;H1
1895V8000420V;FACTURE;15/11/2018;3241.64;G;105.54;G;\N;1947;34.10;95;ENGHIEN LES BAINS;90 Rue du Départ;\N;\N;\N;\N;\N;95880;;1;ginger cated;12 avenue Gay Lussac 78990 Elancourt;2.301108;48.976673;90 Rue du Départ 95880 Enghien-les-Bains;;H1
1877V8000312V;3CL - DPE;15/11/2018;579.6;G;18.87;C;Commerce;1989;0.00;77;PONTAULT-COMBAULT;Bis de la République;27;;;RDC;;77340;NC;1;DEKRA Certification SAS;5 avenue Garlande 92220 BAGNEUX;2.614337;48.804956;27 Avenue de la République 77340 Pontault-Combault;M : Magasins de vente, centres commerciaux;H1
1893V8000333W;Méthode Facture;14/11/2018;483;F;57;E;Autres (théâtres, salles de sport, restaurati;1947;40.46;93;LES PAVILLONS-SOUS-BOIS;20 avenue Victor Hugo;;;"Etage RDC; Porte accès rue/cour; Compl. Bouti";;;93320;(non précisé dans l'acte);1;DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.513643;48.909885;20 Avenue Victor Hugo 93320 Les Pavillons-sous-Bois;;H1
1891V4000225Q;3CL - DPE;13/11/2018;573.32;F;87.77;E;;1978;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;W : Administrations, banques, bureaux;H1
1891V8000359C;3CL - DPE;14/11/2018;974.29;G;49.7;E;;1978;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;T : Salles d'exposition à vocation commerciale;H1
1891V8000360U;3CL - DPE;14/11/2018;573.34;G;87.77;F;;1983;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000361V;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1983;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000362W;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1981;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000363X;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1981;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000364Y;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1976;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000365@;3CL - DPE;14/11/2018;573.31;G;87.77;F;;1985;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000366A;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1988;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1891V8000367B;3CL - DPE;14/11/2018;573.32;G;87.77;F;;1988;0.00;91;MAROLLES-EN-HUREPOIX;panhard et levassor;2;;;;;91630;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.292826;48.580303;2 Rue Panhard et Levassor 91630 Marolles-en-Hurepoix;;H1
1894V8000266C;3CL - DPE;13/11/2018;675.28;G;33.77;D;;1974;0.00;94;CRÉTEIL CEDEX;Des Mèches;51;;;;;94015;;1;I.Cert;rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.439033;48.785331;51 Chemin des Meches 94000 Créteil;;H1
1893V8000335Y;FACTURE - DPE;06/11/2018;428.49;F;13.95;C;;2006;\N;93;TREMBLAY-EN-FRANCE;des Buissons;30;;;;;93290;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.523915;48.99401;30 Rue des Buissons 93290 Tremblay-en-France;;H1
1892V8000362X;FACTURE - DPE;06/11/2018;426.43;F;13.88;C;;1982;\N;92;PUTEAUX;Centre Commercial Les 4 Temps;;;;;;92800;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.238012;48.89048;Centre Cial les 4 Temps 92800 Puteaux;;H1
1891V8000368C;Méthode Facture;15/11/2018;478;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;33.47;91;SAVIGNY-SUR-ORGE;4 bis grande rue;;;;;;91600;;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.342299;48.685447;4 Rue des Amandiers 91600 Savigny-sur-Orge;;H1
1894V4000201N;Méthode Facture;16/11/2018;1250;G;40;D;Bureau, Administration, Enseignement;1947;638.00;94;IVRY SUR SEINE;Boucherie Chassineau 16 rue Pierre et Marie Curie;;;;;;94200;Non communiqué;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.374905;48.81501;16 Rue Pierre et Marie Curie 94200 Ivry-sur-Seine;;H1
1894V8000267D;Méthode Facture;16/11/2018;407;F;13;C;Autres (théâtres, salles de sport, restaurati;1947;45.25;94;VINCENNES;207 Rue Diderot;;;;;;94300;Non communiqué;1;I.Cert / Ginger Cated;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.45137;48.850046;207 Rue Diderot 94300 Vincennes;;H1
1894V8000268E;Méthode Facture;16/11/2018;407;F;13;C;Autres (théâtres, salles de sport, restaurati;1947;45.25;94;VINCENNES;207 Rue Diderot;;;;;;94300;1;1;I.Cert / Ginger Cated;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.45137;48.850046;207 Rue Diderot 94300 Vincennes;;H1
1892V8000363Y;Méthode Facture;16/11/2018;735;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;34.42;92;VAUCRESSON;1 rue des fonds huguenots;;;RDC;;;92420;101;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.152363;48.837699;1 Rue des Fonds Huguenots 92420 Vaucresson;;H1
1893V6000034S;Méthode Facture;16/11/2018;1038;F;102;D;Occupation continue (hôpitaux, hôtels, intern;1947;69.27;93;ST OUEN;28 Avenue Du Capitaine Glarner rdc;;;RDC  sur rue;;;93400;RDC Sur rue;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.327996;48.905264;28 Avenue du Capitaine Glarner 93400 Saint-Ouen-sur-Seine;;H1
1894V3000096Y;FACTURE - DPE;08/11/2018;1352.42;G;83.05;E;;1974;1312.00;94;FONTENAY-SOUS-BOIS;Parmentier;17;;;;;94120;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.4514;48.853237;17 Avenue Parmentier 94120 Fontenay-sous-Bois;;H1
1877V8000314X;Méthode Facture;17/11/2018;384;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;314.60;77;COULOMMIERS;27 Rue Beaurepaire;;;;;;77120;Non communiqué;1;LCC QUALIXPERT;17 rue Borrel 81100 CASTRES;3.157546;48.740624;Rue Beaufour 77120 Amillis;;H1
1875V3000470T;FACTURE - DPE;19/11/2018;578.74;F;18.84;C;;1948;24.14;75;PARIS;Daumesnil;66;;;;;75012;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.379891;48.84492;66 Avenue Daumesnil 75012 Paris;;H1
1877V8000315Y;Méthode Facture;19/11/2018;513;G;16;C;Autres (théâtres, salles de sport, restaurati;1;75.36;77;VILLEPARISIS;103 AVENUE DU GENERAL DE GAULLE;;;Etage RDC;;;77270;Non communiqué;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.60726;48.946135;103 Avenue du Général de Gaulle 77270 Villeparisis;;H1
1895V8000424@;3CL - DPE;20/11/2018;1028;G;59;E;\N;1947;0.00;95;PONTOISE;Notre Dame;13bis;\N;\N;\N;\N;95300;\N;1;SOCOTEC;1 RUE RENE ANJOLVY - 94250 GENTILLY;2.092676;49.049038;13bis Place Notre-dame 95300 Pontoise;;H1
1878V8000454D;Méthode Facture;19/11/2018;579;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;60.50;78;VERSAILLES;16 Rue au Pain;;;Local Commercial;;;78000;Non communiqué;1;I.Cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.131886;48.805975;16 Rue au Pain 78000 Versailles;;H1
1891V8000379E;Méthode Facture;20/11/2018;480;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;170.50;91;Sainte-Geneviève-des-Bois;135 Avenue Gabriel Péri;;;Etage :;;;91700;;1;Afnor Certification;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;;;;;H1
1875V8001387G;FACTURE - DPE;19/11/2018;1081.43;G;35.21;D;;1948;100.00;75;PARIS;Voltaire;58;;;;;75011;;1;QUALIT'COMPETENCES CERTIFICATION;16 rue Villars 57100 THIONVILLE;2.371473;48.862758;58 Boulevard Voltaire 75011 Paris;;H1
1875V8001389I;Méthode Facture;20/11/2018;536;G;17;C;Autres (théâtres, salles de sport, restaurati;1947;242.00;75;LISIEUX;9-11-13 rue des Mathurins, 8-14 place de la République;;;;;;14100;Commerce pied d'immeuble;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;;;;;H1
1892XX000061I;3CL - DPE;20/11/2018;814.31;G;49.6;E;Commerce;1900;0.00;92;ANTONY;Auguste Mounié;26;;;;;92160;;1;ABCIDIA Certification;Domaine St Paul , Bat A6 102 route de Limours 78470 SAINT-RÉMY-LÈS-CHEVREUSE;2.303045;48.753895;26 Rue Auguste Mounié 92160 Antony;Y : Musées;H1
1875XX000251K;3CL - DPE;07/11/2018;640.74;F;20.86;C;Habitation (Parties communes);1960;0.00;75;PARIS - 10EME;Du Chalet;19;;;RDC;3009;75010;125521;1;BUREAU VERITAS CERTIFICATION;LE GUILLAUMET 60 AVENUE DU GENERAL DE GAULLE 92046 La DEFENSE;2.373107;48.873868;19 Rue du Chalet 75010 Paris;R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement;H1
1877V8000319C;Méthode Facture;15/11/2018;801;G;64;E;Autres (théâtres, salles de sport, restaurati;1947;159.80;77;MELUN;31, rue Saint Ambroise;;;;;;77000;Non communiqué;1;I.Cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.680473;48.512415;31 Rue des Chanois 77000 Livry-sur-Seine;;H1
1875V8001390A;FACTURE;21/11/2018;607.01;G;19.76;C;\N;1900;62.48;75;PARIS;4 rue de la Tour;\N;\N;\N;\N;\N;75016;;1;I. CERT;Parc EDONIA - bâtiment G - rue de la Terre Victoria - 35760 SAINT-GREGOIRE;2.284282;48.85871;4 Rue de la Tour 75016 Paris;M : Magasins de vente, centres commerciaux;H1
1893V8000342W;Méthode Facture;21/11/2018;432;F;14;C;Autres (théâtres, salles de sport, restaurati;1947;48.33;93;LA COURNEUVE;15 Avenue Paul Vaillant Coutirier;;;Etage RDC;;;93120;Non communiqué;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.40831;48.918905;15 Avenue Paul Vaillant Couturier 93120 La Courneuve;J : Structures d’accueil pour personnes âgées ou personnes handicapées;H1
1891V8000381X;Méthode Facture;21/11/2018;508;F;16;C;Autres (théâtres, salles de sport, restaurati;1947;37.40;91;ARPAJON;9/18 RUE GAMBETTA;;;;;;91290;108;1;C0254 DELIVREE LE 19/10/2017 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.251353;48.587694;18 Rue Gambetta 91290 Arpajon;;H1
1875V4000896G;facture;19/11/2018;1159.58;G;71.97;E;\N;1974;55.10;75;PARIS 09;DU FAUBOURG MONTMARTRE;27;\N;\N;\N;\N;75009;..;1;Bureau VERITAS Certification;Bureau VERITAS Certification;2.342809;48.873446;27 Rue du Faubourg Montmartre 75009 Paris;;H1
1893V8000343X;Méthode Facture;21/11/2018;475;F;15;C;Autres (théâtres, salles de sport, restaurati;1;330.00;93;VILLETANEUSE;Centre Commercial Bienvenu 8 Route de Saint Leu;;;RDC;;;93430;Non communiqué;1;I.Cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.343041;48.948637;8 Route de Saint-leu 93430 Villetaneuse;;H1
1895V8000430W;3CL - DPE;08/11/2018;475.04;F;15.47;C;Commerce;1947;0.00;95;MONTMAGNY;du 11 Novembre;26;;;RDC;;95360;NC;1;QUALIXPERT;17 rue Borrel 81100 CASTRES;2.344115;48.975104;26 Rue du 11 Novembre 1918 95360 Montmagny;U : Établissements de soins;H1
1875XX000255O;3CL - DPE;22/11/2018;495.96;F;16.15;C;Commerce;1947;0.00;75;PARIS - 7EME;43/45 avenue Bosquet;;;;RDC;Gauche;75007;3;1;ABCIDIA CERTIFICATION;4, route de la Noue 91190 GIF-SUR-YVETTE;2.30428;48.857741;45 Avenue Bosquet 75007 Paris;M : Magasins de vente, centres commerciaux;H1
1875V8001397H;Méthode Facture;22/11/2018;1970;G;183;G;Autres (théâtres, salles de sport, restaurati;1947;72.60;75;;Voir liste des pièces visitées;;;;;;;Non communiqué;1;QUALIT'COMPETENCES;;;;;;H1
1877V7000284C;FACTURE;22/11/2018;485.21;F;48.11;E;\N;1992;1210.00;77;SAINT PATHUS;12, rue Louis Braille, (6);\N;\N;\N;\N;\N;77178;;1;ICERT;;2.82654;49.074025;12 Rue des Tilleuls 77178 Oissery;;H1
